GeneID	length	eff_length	est_counts	tpm
cpalmiol.503.1	2548	2352.74	13193	147.953
cpalmiol.504.1	27763	27567.7	46792	44.7841
cpalmiol.505.1	638	442.916	5468	325.732
cpalmiol.506.1	2167	1971.74	130	1.7396
cpalmiol.507.1	1322	1126.74	39	0.913264
cpalmiol.508.1	741	545.796	609	29.4402
cpalmiol.509.1	3503	3307.74	3587	28.6124
cpalmiol.510.1	360	172.129	1581	242.343
cpalmiol.511.1	857	661.736	10792	430.3
cpalmiol.512.1	1737	1541.74	1642	28.1007
cpalmiol.513.1	3792	3596.74	6256	45.8925
cpalmiol.514.1	1846	1650.74	6594	105.396
cpalmiol.515.1	1574	1378.74	26532	507.741
cpalmiol.516.1	2443	2247.74	93609	1098.82
cpalmiol.517.1	1598	1402.74	4202	79.0376
cpalmiol.518.1	4180	3984.74	4978	32.9617
cpalmiol.519.1	19307	19111.7	12381.7	17.0937
cpalmiol.519.2	664	468.893	4217.22	237.305
cpalmiol.520.1	2024	1828.74	1045	15.0771
cpalmiol.521.1	9529	9333.74	14617	41.3196
cpalmiol.522.1	879	683.736	23	0.887551
cpalmiol.523.1	9993	9797.74	6189.18	16.6671
cpalmiol.524.1	2473	2277.74	8616	99.8059
cpalmiol.525.1	4695	4499.74	1518	8.90099
cpalmiol.526.1	8429	8233.74	7863	25.1968
cpalmiol.527.1	1702	1506.74	11117	194.672
cpalmiol.528.1	2720	2524.74	9376	97.984
cpalmiol.529.1	2378	2182.74	12034	145.466
cpalmiol.530.1	3098	2902.74	9853	89.5601
cpalmiol.531.1	6327	6131.74	14223	61.2013
cpalmiol.532.1	8912	8716.74	2495.01	7.55217
cpalmiol.533.1	766	570.796	437	20.2001
cpalmiol.534.1	2308	2112.74	13346	166.671
cpalmiol.535.1	3071	2875.74	104839	961.895
cpalmiol.536.1	2213	2017.74	128	1.67378
cpalmiol.537.1	19837	19641.7	11767	15.8066
cpalmiol.538.1	1587	1391.74	11260	213.469
cpalmiol.539.1	8733	8537.74	6666.79	20.6029
cpalmiol.540.1	6319	6123.74	4993.21	21.5138
cpalmiol.541.1	1103	907.736	140006	4069.5
cpalmiol.542.1	2428	2232.74	4345	51.3459
cpalmiol.543.1	1108	912.736	956	27.6354
cpalmiol.544.1	1230	1034.74	3775	96.2589
cpalmiol.545.1	2125	1929.74	17935	245.221
cpalmiol.546.1	5515	5319.74	4993	24.7643
cpalmiol.547.1	6303	6107.74	29228.5	126.264
cpalmiol.548.1	4354	4158.74	10956	69.5095
cpalmiol.549.1	3211	3015.74	2472	21.6276
cpalmiol.550.1	5187	4991.74	5750	30.3927
cpalmiol.551.1	1059	863.736	2044	62.4387
cpalmiol.552.1	7684	7488.74	17727	62.4569
cpalmiol.553.1	1672	1476.74	1230	21.9764
cpalmiol.554.1	252	80.6675	28	9.15827
cpalmiol.555.1	1318	1122.74	2999	70.4778
cpalmiol.556.1	5747	5551.74	4192	19.9226
cpalmiol.557.1	4596	4400.74	3529	21.1583
cpalmiol.558.1	9343	9147.74	5071.03	14.6264
cpalmiol.559.1	374	185.01	195	27.8095
cpalmiol.560.1	430	237.902	157	17.4123
cpalmiol.561.1	3971	3775.74	5524	38.6016
cpalmiol.562.1	2698	2502.74	10825	114.121
cpalmiol.563.1	5643	5447.74	53796	260.548
cpalmiol.564.1	2407	2211.74	5253	62.6654
cpalmiol.565.1	3366	3170.74	4568.47	38.0158
cpalmiol.565.2	1857	1661.74	9668.44	153.514
cpalmiol.565.3	1839	1643.74	605.082	9.71261
cpalmiol.566.1	3971	3775.74	4559	31.8582
cpalmiol.567.1	608	412.98	1022	65.2943
cpalmiol.568.1	2617	2421.74	29691	323.483
cpalmiol.569.1	1356	1160.74	12024	273.319
cpalmiol.570.1	2012	1816.74	3464	50.3083
cpalmiol.571.1	6165	5969.74	3880	17.1487
cpalmiol.572.1	692	496.821	2591	137.601
cpalmiol.573.1	1493	1297.74	49992	1016.41
cpalmiol.574.1	923	727.736	18296	663.34
cpalmiol.575.1	1783	1587.74	6185	102.782
cpalmiol.576.1	2348	2152.74	12051	147.702
cpalmiol.577.1	999	803.736	255	8.37106
cpalmiol.578.1	6371	6175.74	15052	64.3071
cpalmiol.579.1	9029	8833.74	20800	62.1259
cpalmiol.580.1	3814	3618.74	3426	24.9795
cpalmiol.581.1	5081	4885.74	18790	101.473
cpalmiol.582.1	3304	3108.74	8165.05	69.2993
cpalmiol.583.1	12719	12523.7	5380	11.3345
cpalmiol.584.1	10014	9818.74	5672	15.2417
cpalmiol.585.1	2616	2420.74	2153	23.4666
cpalmiol.586.1	478	284.358	536	49.7339
cpalmiol.587.1	510	315.671	16827	1406.46
cpalmiol.588.1	1348	1152.74	3649	83.5214
cpalmiol.589.1	6291	6095.74	0	0
cpalmiol.590.1	3714	3518.74	7245	54.3257
cpalmiol.591.1	554	359.272	30725	2256.43
cpalmiol.592.1	11078	10882.7	8699	21.0904
cpalmiol.593.1	530	335.461	64.2714	5.0551
cpalmiol.594.1	7063	6867.74	9762.97	37.5079
cpalmiol.595.1	4782	4586.74	11518	66.2564
cpalmiol.596.1	7007	6811.74	1773.07	6.86785
cpalmiol.597.1	6970	6774.74	10476	40.7997
cpalmiol.598.1	1249	1053.74	10670	267.169
cpalmiol.599.1	2654	2458.74	2862	30.7122
cpalmiol.600.1	577	382.16	578	39.9058
cpalmiol.601.1	6627	6431.74	17679	72.5242
cpalmiol.602.1	2974	2778.74	12157	115.434
cpalmiol.603.1	1413	1217.74	9732	210.864
cpalmiol.604.1	920	724.736	35730	1300.79
cpalmiol.605.1	2637	2441.74	13031	140.81
cpalmiol.606.1	3602	3406.74	1574	12.1905
cpalmiol.607.1	916	720.736	15346	561.788
cpalmiol.608.1	431	238.853	7749	855.988
cpalmiol.609.1	1004	808.736	15907	518.962
cpalmiol.610.1	9710	9514.74	22319	61.8916
cpalmiol.611.1	1454	1258.74	1627	34.1041
cpalmiol.612.1	2552	2356.74	828	9.26986
cpalmiol.613.1	1154	958.736	3318	91.3127
cpalmiol.614.1	3033	2837.74	4996	46.452
cpalmiol.615.1	5330	5134.74	15906	81.7328
cpalmiol.616.1	2839	2643.74	4776	47.665
cpalmiol.617.1	1150	954.736	22168	612.628
cpalmiol.618.1	1562	1366.74	19360	373.744
cpalmiol.619.1	2054	1858.74	3691	52.3938
cpalmiol.620.1	809	613.736	781	33.5756
cpalmiol.621.1	2144	1948.74	7112	96.2925
cpalmiol.622.1	4609	4413.74	6707.73	40.098
cpalmiol.623.1	11179	10983.7	5503	13.2191
cpalmiol.624.1	299	118.305	3893	868.23
cpalmiol.625.1	809	613.736	2668	114.699
cpalmiol.626.1	2471	2275.74	19484	225.897
cpalmiol.627.1	3982	3786.74	4606	32.0932
cpalmiol.628.1	2972	2776.74	8997	85.4903
cpalmiol.629.1	4120	3924.74	4356	29.284
cpalmiol.630.1	3484	3288.74	8064.84	64.7024
cpalmiol.630.2	3484	3288.74	1.3e-07	1.04296e-09
cpalmiol.630.3	8448	8252.74	344.549	1.10156
cpalmiol.630.4	3484	3288.74	8064.84	64.7024
cpalmiol.630.5	3484	3288.74	1.3e-07	1.04296e-09
cpalmiol.630.6	3484	3288.74	2.38885e-08	1.91652e-10
cpalmiol.630.7	3484	3288.74	8.42832e-06	6.76185e-08
cpalmiol.630.8	3484	3288.74	0	0
cpalmiol.631.1	2225	2029.74	5737	74.576
cpalmiol.632.1	426	234.045	4971	560.401
cpalmiol.633.1	4356	4160.74	4875	30.9142
cpalmiol.634.1	2824	2628.74	11376	114.182
cpalmiol.635.1	1272	1076.74	34779	852.239
cpalmiol.636.1	962	766.736	4297	147.868
cpalmiol.637.1	708	512.796	15069	775.343
cpalmiol.638.1	633	437.938	81370	4902.36
cpalmiol.639.1	306	124.163	1097	233.114
cpalmiol.640.1	5385	5189.74	20501	104.228
cpalmiol.641.1	889	693.736	9801	372.76
cpalmiol.642.1	5148	4952.74	5588	29.769
cpalmiol.643.1	25506	25310.7	22340	23.288
cpalmiol.644.1	2366	2170.74	3172	38.5549
cpalmiol.645.1	378	188.695	3807	532.324
cpalmiol.646.1	898	702.736	7361	276.375
cpalmiol.647.1	2383	2187.74	6090	73.4473
cpalmiol.648.1	2123	1927.74	2298	31.4526
cpalmiol.649.1	3534	3338.74	1720	13.5925
cpalmiol.650.1	6107	5911.74	2315	10.3321
cpalmiol.651.1	7014	6818.74	3776	14.6111
cpalmiol.652.1	3546	3350.74	473	3.72456
cpalmiol.653.1	1344	1148.74	14088	323.581
cpalmiol.654.1	4969	4773.74	5419	29.9512
cpalmiol.655.1	2955	2759.74	587.152	5.61354
cpalmiol.656.1	3413	3217.74	4884	40.0478
cpalmiol.657.1	3635	3439.74	6607	50.6796
cpalmiol.658.1	10993	10797.7	9635	23.5436
cpalmiol.659.1	2375	2179.74	12201	147.688
cpalmiol.660.1	499	304.841	132.131	11.4363
cpalmiol.661.1	1539	1343.74	9356	183.709
cpalmiol.662.1	4620	4424.74	6404.54	38.1904
cpalmiol.662.2	6492	6296.74	6082.46	25.4869
cpalmiol.663.1	818	622.736	9639	408.396
cpalmiol.664.1	1035	839.736	3603	113.207
cpalmiol.665.1	3930	3734.74	1620.62	11.4492
cpalmiol.666.1	2115	1919.74	2539.38	34.9011
cpalmiol.667.1	335	149.487	703	124.081
cpalmiol.668.1	5880	5684.74	4471	20.7514
cpalmiol.669.1	1527	1331.74	5080	100.647
cpalmiol.670.1	1395	1199.74	4520	99.4046
cpalmiol.671.1	2201	2005.74	4812	63.3003
cpalmiol.672.1	1691	1495.74	68216	1203.33
cpalmiol.673.1	1405	1209.74	2489	54.286
cpalmiol.674.1	2675	2479.74	582	6.19257
cpalmiol.675.1	4438	4242.74	3267	20.3169
cpalmiol.676.1	9492	9296.74	7663	21.7481
cpalmiol.677.1	810	614.736	2227	95.584
cpalmiol.678.1	4792	4596.74	7321.22	42.0231
cpalmiol.679.1	1943	1747.74	3290	49.6677
cpalmiol.680.1	8204	8008.74	29214	96.2456
cpalmiol.681.1	3786	3590.74	11105	81.5997
cpalmiol.682.1	3397	3201.74	8221	67.7474
cpalmiol.683.1	2799	2603.74	9536.07	96.6331
cpalmiol.684.1	4595	4399.74	6802.93	40.7965
cpalmiol.685.1	3547	3351.74	10512	82.7502
cpalmiol.686.1	3229	3033.74	7869	68.4377
cpalmiol.687.1	4340	4144.74	2796.66	17.8031
cpalmiol.688.1	368	179.514	8963	1317.37
cpalmiol.689.1	2257	2061.74	8376	107.191
cpalmiol.690.1	5119	4923.74	8984	48.1425
cpalmiol.691.1	4711	4515.74	2255	13.1756
cpalmiol.692.1	2107	1911.74	3192	44.0543
cpalmiol.693.1	1630	1434.74	7763	142.762
cpalmiol.694.1	6540	6344.74	13524	56.24
cpalmiol.695.1	527	332.477	1487	118.006
cpalmiol.696.1	3235	3039.74	1194	10.3639
cpalmiol.697.1	1548	1352.74	21636	422.005
cpalmiol.698.1	586	391.16	19231	1297.18
cpalmiol.699.1	337	151.237	31565	5506.84
cpalmiol.700.1	502	307.811	7858	673.568
cpalmiol.701.1	1631	1435.74	919	16.8886
cpalmiol.702.1	368	179.514	18618	2736.45
cpalmiol.703.1	996	800.736	3692	121.654
cpalmiol.704.1	4109	3913.74	2179	14.6899
cpalmiol.705.1	511	316.671	674	56.1572
cpalmiol.706.1	1097	901.736	3398	99.4255
cpalmiol.707.1	8624	8428.74	2217	6.93996
cpalmiol.708.1	1556	1360.74	37661	730.25
cpalmiol.709.1	1781	1585.74	11611	193.193
cpalmiol.710.1	498	303.857	24249	2105.61
cpalmiol.711.1	10587	10391.7	17276	43.8641
cpalmiol.712.1	15941	15745.7	8982	15.0509
cpalmiol.713.1	3993	3797.74	25350	176.119
cpalmiol.714.1	1292	1096.74	6510	156.615
cpalmiol.715.1	1261	1065.74	1938	47.9797
cpalmiol.716.1	3348	3152.74	6526	54.6152
cpalmiol.717.1	8918	8722.74	10160	30.7323
cpalmiol.718.1	10385	10189.7	15691	40.6295
cpalmiol.719.1	440	247.595	2252	239.982
cpalmiol.720.1	2752	2556.74	4356	44.9527
cpalmiol.721.1	2520	2324.74	6970	79.1066
cpalmiol.722.1	6572	6376.74	6240	25.819
cpalmiol.723.1	4113	3917.74	4247	28.6023
cpalmiol.724.1	2530	2334.74	3726	42.1074
cpalmiol.725.1	1023	827.736	2140	68.2143
cpalmiol.726.1	5610	5414.74	7743	37.7299
cpalmiol.727.1	2040	1844.74	5968	85.3588
cpalmiol.728.1	241	72.3954	48	17.4938
cpalmiol.729.1	1737	1541.74	6243	106.841
cpalmiol.730.1	4602	4406.74	7267	43.5103
cpalmiol.731.1	2388	2192.74	3111	37.4341
cpalmiol.732.1	7181	6985.74	3472	13.1136
cpalmiol.733.1	2018	1822.74	1702	24.6371
cpalmiol.734.1	503	308.795	121	10.3388
cpalmiol.735.1	558	363.254	1000	72.6346
cpalmiol.736.1	570	375.198	16786	1180.43
cpalmiol.737.1	8276	8080.74	3273.27	10.6877
cpalmiol.738.1	1130	934.736	1144.73	32.3124
cpalmiol.739.1	2359	2163.74	5054	61.6289
cpalmiol.740.1	15881	15685.7	11379	19.1405
cpalmiol.741.1	679	483.869	2954	161.078
cpalmiol.742.1	1211	1015.74	1042	27.067
cpalmiol.743.1	11958	11762.7	6324	14.1853
cpalmiol.744.1	1431	1235.74	3272	69.862
cpalmiol.745.1	1331	1135.74	84759	1969.07
cpalmiol.746.1	10351	10155.7	10731	27.8793
cpalmiol.747.1	1833	1637.74	16306	262.698
cpalmiol.748.1	3245	3049.74	5537	47.9034
cpalmiol.749.1	2056	1860.74	4418	62.6462
cpalmiol.750.1	477	283.401	533.36	49.6561
cpalmiol.751.1	1153	957.736	2796	77.0274
cpalmiol.752.1	667	471.893	29935	1673.75
cpalmiol.753.1	3114	2918.74	3290	29.7409
cpalmiol.754.1	4389	4193.74	4251	26.7451
cpalmiol.755.1	2298	2102.74	1301	16.3247
cpalmiol.756.1	1157	961.736	5727	157.118
cpalmiol.757.1	1614	1418.74	2286	42.5136
cpalmiol.758.1	1307	1111.74	46325	1099.43
cpalmiol.759.1	3281	3085.74	2326	19.8886
cpalmiol.760.1	6009	5813.74	5218	23.6811
cpalmiol.761.1	2297	2101.74	2237	28.0829
cpalmiol.762.1	3810	3614.74	40313	294.254
cpalmiol.763.1	251	79.9213	7264	2398.1
cpalmiol.764.1	2044	1848.74	912	13.0159
cpalmiol.765.1	14927	14731.7	28970	51.8858
cpalmiol.766.1	4470	4274.74	6329	39.0643
cpalmiol.767.3	3234	3038.74	2271.51	19.7231
cpalmiol.767.1	8375	8179.74	17.7626	0.0572955
cpalmiol.767.10	6307	6111.74	0.000673394	2.90709e-06
cpalmiol.767.11	6830	6634.74	768.23	3.05507
cpalmiol.767.2	6830	6634.74	768.23	3.05507
cpalmiol.767.4	8375	8179.74	17.7626	0.0572955
cpalmiol.767.5	8375	8179.74	17.7626	0.0572955
cpalmiol.767.6	6830	6634.74	768.23	3.05507
cpalmiol.767.7	8375	8179.74	17.7626	0.0572955
cpalmiol.767.8	6307	6111.74	0	0
cpalmiol.767.9	6830	6634.74	768.23	3.05507
cpalmiol.768.1	1691	1495.74	10289	181.498
cpalmiol.769.1	6117	5921.74	10211	45.496
cpalmiol.770.1	602	407.021	764	49.5256
cpalmiol.771.1	1767	1571.74	5457	91.6069
cpalmiol.772.1	3026	2830.74	7853	73.1964
cpalmiol.773.1	1377	1181.74	22349	498.989
cpalmiol.774.1	4605	4409.74	6893	41.2429
cpalmiol.775.1	2086	1890.74	4444	62.015
cpalmiol.776.1	5387	5191.74	3237	16.4507
cpalmiol.777.1	2170	1974.74	70339	939.812
cpalmiol.778.1	776	580.796	18857	856.649
cpalmiol.779.1	1004	808.736	59313	1935.07
cpalmiol.780.1	3442	3246.74	19882	161.572
cpalmiol.781.1	936	740.736	93	3.31263
cpalmiol.782.1	3435	3239.74	10199	83.0619
cpalmiol.783.1	459	265.924	30	2.97657
cpalmiol.784.1	1456	1260.74	3111	65.1073
cpalmiol.785.1	2601	2405.74	22671	248.643
cpalmiol.786.1	924	728.736	3070	111.153
cpalmiol.787.1	15263	15067.7	6522	11.4205
cpalmiol.788.1	1174	978.736	818	22.0517
cpalmiol.789.1	2902	2706.74	9966	97.1468
cpalmiol.790.1	3397	3201.74	17744	146.224
cpalmiol.791.1	3817	3621.74	10772	78.4753
cpalmiol.792.1	7869	7673.74	15383	52.8917
cpalmiol.793.1	2563	2367.74	12794	142.57
cpalmiol.794.1	10839	10643.7	12012	29.7766
cpalmiol.795.1	486	292.155	30	2.70933
cpalmiol.796.1	3516	3320.74	730	5.80019
cpalmiol.797.1	2058	1862.74	9080	128.614
cpalmiol.798.1	1412	1216.74	2791	60.5225
cpalmiol.799.1	8691	8495.74	8031	24.9415
cpalmiol.800.1	8374	8178.74	8658	27.9309
cpalmiol.801.1	3384	3188.74	4519.07	37.3925
cpalmiol.802.1	3070	2874.74	10635.9	97.6183
cpalmiol.803.1	6736	6540.74	4376	17.6524
cpalmiol.804.1	4386	4190.74	1017	6.40301
cpalmiol.805.1	913	717.736	459	16.8734
cpalmiol.806.1	946	750.736	1822	64.0346
cpalmiol.807.1	1771	1575.74	247295	4140.81
cpalmiol.808.1	4887	4691.74	3254	18.2994
cpalmiol.809.1	2096	1900.74	117	1.62412
cpalmiol.810.1	4601	4405.74	4583	27.4464
cpalmiol.811.1	2836	2640.74	10899	108.897
cpalmiol.813.1	1013	817.736	44	1.41969
cpalmiol.814.1	794	598.766	22	0.969436
cpalmiol.815.1	3187	2991.74	17520	154.513
cpalmiol.816.1	360	172.129	150822	23118.7
cpalmiol.817.1	412	220.8	25446	3040.7
cpalmiol.818.1	784	588.796	91875	4117.05
cpalmiol.819.1	4487	4291.74	53455	328.631
cpalmiol.820.1	1355	1159.74	1441	32.7837
cpalmiol.821.1	9215	9019.74	13271	38.8207
cpalmiol.822.1	14593	14397.7	38103	69.8262
cpalmiol.823.1	2424	2228.74	76	0.899723
cpalmiol.824.1	1701	1505.74	7691	134.768
cpalmiol.825.1	2290	2094.74	3135	39.4877
cpalmiol.826.1	1623	1427.74	24819	458.659
cpalmiol.827.1	375	185.963	4192	594.77
cpalmiol.828.1	1089	893.736	30043	886.927
cpalmiol.829.1	9889	9693.74	10216	27.8063
cpalmiol.830.1	610	414.98	26287	1671.35
cpalmiol.831.1	1074	878.736	9028	271.073
cpalmiol.832.1	4790	4594.74	3195	18.347
cpalmiol.833.1	6616	6420.74	1795	7.37621
cpalmiol.834.1	1848	1652.74	15332	244.765
cpalmiol.835.1	1025	829.736	7903	251.308
cpalmiol.836.1	829	633.736	4085	170.074
cpalmiol.837.1	1089	893.736	4448	131.313
cpalmiol.838.1	1922	1726.74	16230	247.997
cpalmiol.839.1	1378	1182.74	6208	138.49
cpalmiol.840.1	2956	2760.74	12871	123.01
cpalmiol.841.1	5785	5589.74	4083	19.2727
cpalmiol.842.1	1801	1605.74	150	2.46474
cpalmiol.843.1	5564	5368.74	23931	117.61
cpalmiol.844.1	731	535.796	62022	3054.22
cpalmiol.845.1	677	481.869	1229	67.294
cpalmiol.846.1	1029	833.736	338	10.6965
cpalmiol.847.1	2105	1909.74	4115	56.8526
cpalmiol.848.1	7645	7449.74	24198	85.7023
cpalmiol.849.1	4934	4738.74	4211	23.4464
cpalmiol.850.1	1110	914.736	7849	226.398
cpalmiol.851.1	3204	3008.74	6261	54.9052
cpalmiol.852.1	837	641.736	6226	255.98
cpalmiol.853.1	3509	3313.74	4669	37.1757
cpalmiol.854.1	3697	3501.74	2701	20.3514
cpalmiol.855.1	5278	5082.74	3080	15.9885
cpalmiol.856.1	841	645.736	60	2.4516
cpalmiol.857.1	3261	3065.74	6309	54.2975
cpalmiol.858.1	2303	2107.74	5790	72.4796
cpalmiol.859.1	737	541.796	3106	151.258
cpalmiol.860.1	576	381.179	76045	5263.75
cpalmiol.861.1	1671	1475.74	3505	62.6662
cpalmiol.862.1	11810	11614.7	19184	43.5796
cpalmiol.863.1	565	370.217	26900	1917.12
cpalmiol.864.1	556	361.254	72	5.25865
cpalmiol.865.1	531	336.461	4465	350.139
cpalmiol.866.1	5233	5037.74	1169	6.12256
cpalmiol.867.1	2550	2354.74	6904	77.3593
cpalmiol.868.1	679	483.869	56439	3077.55
cpalmiol.869.1	783	587.796	14634	656.886
cpalmiol.870.1	6662	6466.74	11786	48.0878
cpalmiol.871.1	342	155.861	34	5.75566
cpalmiol.872.1	2766	2570.74	2668	27.3831
cpalmiol.873.1	6725	6529.74	4656	18.8136
cpalmiol.874.1	1844	1648.74	3019	48.3132
cpalmiol.875.1	2434	2238.74	1385	16.323
cpalmiol.876.1	812	616.736	698.059	29.8639
cpalmiol.877.1	5745	5549.74	1708	8.12025
cpalmiol.878.1	5552	5356.74	11783	58.0376
cpalmiol.879.1	1102	906.736	116259	3382.98
cpalmiol.880.1	1751	1555.74	19979	338.838
cpalmiol.881.1	2389	2193.74	6483	77.9732
cpalmiol.882.1	4296	4100.74	1708	10.9895
cpalmiol.883.1	3410	3214.74	1011	8.29773
cpalmiol.884.1	1435	1239.74	385	8.1938
cpalmiol.885.1	1550	1354.74	6453	125.678
cpalmiol.886.1	899	703.736	451	16.9091
cpalmiol.887.1	2006	1810.74	2510	36.574
cpalmiol.888.1	918	722.736	3027	110.506
cpalmiol.889.1	3038	2842.74	5437	50.4634
cpalmiol.890.1	669	473.869	1350	75.1673
cpalmiol.891.1	2591	2395.74	4380	48.238
cpalmiol.892.1	3792	3596.74	3707	27.1937
cpalmiol.893.1	7402	7206.74	7426.69	27.1901
cpalmiol.894.1	1406	1210.74	18187.3	396.344
cpalmiol.895.1	15030	14834.7	16184	28.7846
cpalmiol.896.1	1419	1223.74	9690	208.925
cpalmiol.897.1	1413	1217.74	7128	154.443
cpalmiol.898.1	3204	3008.74	11719	102.769
cpalmiol.899.1	1239	1043.74	911	23.0293
cpalmiol.900.1	8522	8326.74	2401	7.60801
cpalmiol.901.1	8994	8798.74	4051	12.1477
cpalmiol.902.1	533	338.41	1671	130.283
cpalmiol.903.1	4879	4683.74	4652	26.206
cpalmiol.904.1	2522	2326.74	3081	34.938
cpalmiol.905.1	2673	2477.74	6821	72.6351
cpalmiol.906.1	658	462.916	10877	619.955
cpalmiol.907.1	2432	2236.74	2670	31.4956
cpalmiol.908.1	6381	6185.74	197.8	0.843701
cpalmiol.909.1	2936	2740.74	3278	31.557
cpalmiol.910.1	1213	1017.74	1395	36.1654
cpalmiol.911.1	2728	2532.74	3718	38.7323
cpalmiol.912.1	2863	2667.74	3552	35.1305
cpalmiol.913.1	1067	871.736	28770	870.78
cpalmiol.914.1	982	786.736	3597	120.633
cpalmiol.915.1	1472	1276.74	130062	2687.83
cpalmiol.916.1	4095	3899.74	558	3.77531
cpalmiol.917.1	2367	2171.74	2747	33.3738
cpalmiol.918.1	3693	3497.74	3111	23.4675
cpalmiol.919.1	1348	1152.74	1301	29.7784
cpalmiol.920.1	1947	1751.74	12520	188.577
cpalmiol.921.1	3178	2982.74	10626	93.9959
cpalmiol.922.1	5851	5655.74	6328	29.521
cpalmiol.923.1	1209	1013.74	969	25.2204
cpalmiol.924.1	893	697.736	54712	2068.93
cpalmiol.925.1	465	271.789	122184	11861.4
cpalmiol.926.1	1673	1477.74	1992	35.5669
cpalmiol.927.1	3723	3527.74	4208	31.4727
cpalmiol.928.1	3591	3395.74	35513	275.935
cpalmiol.929.1	906	710.736	3384	125.625
cpalmiol.930.1	10345	10149.7	28232	73.3906
cpalmiol.931.1	3737	3541.74	5266	39.23
cpalmiol.932.1	5797	5601.74	602.941	2.83992
cpalmiol.933.1	2042	1846.74	6182	88.3238
cpalmiol.934.1	4287	4091.74	4567	29.4494
cpalmiol.935.1	287	108.461	2693	655.111
cpalmiol.936.1	8252	8056.74	9847	32.2477
cpalmiol.937.1	2123	1927.74	9304	127.343
cpalmiol.938.1	2024	1828.74	868	12.5234
cpalmiol.939.1	1155	959.736	2621	72.0558
cpalmiol.940.1	1070	874.736	15205	458.631
cpalmiol.941.1	7680	7484.74	2616	9.22178
cpalmiol.942.1	8403	8207.74	2834.27	9.11111
cpalmiol.942.2	3371	3175.74	1632.37	13.5621
cpalmiol.943.1	1535	1339.74	2756.37	54.284
cpalmiol.944.1	2311	2115.74	1220	15.2143
cpalmiol.945.1	4668	4472.74	6099	35.9782
cpalmiol.946.1	1313	1117.74	5094	120.247
cpalmiol.947.1	1344	1148.74	2374	54.5273
cpalmiol.948.1	2030	1834.74	7703	110.775
cpalmiol.949.1	2608	2412.74	3963	43.3379
cpalmiol.950.1	1796	1600.74	7243	119.386
cpalmiol.951.1	2368	2172.74	17199	208.857
cpalmiol.952.1	3640	3444.74	7200	55.1481
cpalmiol.953.1	2120	1924.74	6486	88.9118
cpalmiol.954.1	6182	5986.74	16980	74.8344
cpalmiol.955.1	766	570.796	262	12.1108
cpalmiol.956.1	1648	1452.74	6114.73	111.057
cpalmiol.956.2	1894	1698.74	1501.27	23.3177
cpalmiol.957.1	1646	1450.74	1038	18.8783
cpalmiol.958.1	1284	1088.74	11056	267.935
cpalmiol.959.1	936	740.736	503	17.9167
cpalmiol.960.1	8653	8457.74	6971.25	21.7476
cpalmiol.961.1	363	174.915	2205.75	332.722
cpalmiol.962.1	4464	4268.74	5022	31.0407
cpalmiol.963.1	2156	1960.74	83980	1130.08
cpalmiol.964.1	2317	2121.74	1118	13.9029
cpalmiol.965.1	1850	1654.74	7543	120.273
cpalmiol.966.1	411	219.822	6977	837.434
cpalmiol.967.1	3268	3072.74	5679	48.7641
cpalmiol.968.1	2433	2237.74	7417	87.4527
cpalmiol.969.1	1973	1777.74	7246	107.544
cpalmiol.970.1	548	353.289	3457	258.18
cpalmiol.971.1	637	441.916	2665.21	159.128
cpalmiol.972.1	3836	3640.74	2848.79	20.6455
cpalmiol.973.1	4734	4538.74	2302.22	13.3834
cpalmiol.973.2	550	355.289	4788.78	355.629
cpalmiol.974.1	1658	1462.74	13429	242.232
cpalmiol.975.1	1295	1099.74	4026	96.5915
cpalmiol.976.1	6586	6390.74	4238	17.497
cpalmiol.977.1	3914	3718.74	8787	62.3446
cpalmiol.978.1	6054	5858.74	7541.62	33.9637
cpalmiol.979.1	1578	1382.74	2435	46.4637
cpalmiol.980.1	4021	3825.74	12138	83.7116
cpalmiol.981.1	1291	1095.74	9876	237.809
cpalmiol.982.1	4192	3996.74	10307	68.0425
cpalmiol.983.1	6264	6068.74	13383	58.1847
cpalmiol.984.1	1488	1292.74	7812	159.443
cpalmiol.985.1	3631	3435.74	2022	15.528
cpalmiol.986.1	14094	13898.7	3282	6.23041
cpalmiol.987.1	1084	888.736	6125	181.839
cpalmiol.988.1	1752	1556.74	178	3.01688
cpalmiol.989.1	314	131.058	16476	3316.97
cpalmiol.990.1	4090	3894.74	7517.98	50.9304
cpalmiol.991.1	815	619.736	875	37.2525
cpalmiol.992.1	1279	1083.74	13206	321.515
cpalmiol.993.1	1462	1266.74	42080	876.483
cpalmiol.994.1	2319	2123.74	2746	34.1157
cpalmiol.995.1	967	771.736	6334	216.552
cpalmiol.996.1	755	559.796	2033	95.8212
cpalmiol.997.1	646	450.916	22482	1315.51
cpalmiol.998.1	12169	11973.7	8522	18.7787
cpalmiol.999.1	547	352.307	5732	429.278
cpalmiol.1000.1	3614	3418.74	32033	247.221
cpalmiol.1001.1	5262	5066.74	9311	48.4866
cpalmiol.1002.1	1126	930.736	1119	31.7218
cpalmiol.1004.1	1631	1435.74	3197.65	58.7637
cpalmiol.1003.1	9722	9526.74	10679.4	29.577
cpalmiol.1005.1	2270	2074.74	1122	14.2687
cpalmiol.1006.1	2274	2078.74	605	7.67909
cpalmiol.1007.1	1167	971.736	2855	77.5196
cpalmiol.1008.1	341	154.917	6166	1050.16
